Technique,Fold1,Fold2,Fold3,Fold4,Fold5,mean,std
tree_max_agg_ova_desthr,0.9415584415584416,0.9718614718614719,0.9696969696969697,0.9567099567099567,0.9372294372294372,0.9554112554112553,0.014134049971700884
tree_majority_agg_ovo_desthr,0.948051948051948,0.9718614718614719,0.974025974025974,0.9415584415584416,0.9393939393939394,0.9549783549783548,0.01495857363045106
svc_decision_templates_agg_ovo_desthr,0.9285714285714286,0.9415584415584416,0.9458874458874459,0.9155844155844156,0.8961038961038961,0.9255411255411257,0.01814054271840431
svc_decision_templates_agg_ova_desthr,0.961038961038961,0.9632034632034632,0.9761904761904762,0.9567099567099567,0.9372294372294372,0.9588744588744589,0.012621107997500653
tree_decision_templates_agg_ova_desthr,0.9393939393939394,0.9458874458874459,0.9523809523809523,0.9242424242424242,0.9134199134199135,0.9350649350649352,0.014292271878111827
tree_decision_templates_agg_ovo_desthr,0.9415584415584416,0.961038961038961,0.9783549783549783,0.9393939393939394,0.9307359307359307,0.9502164502164503,0.017207451873897623
tree_ecoc_agg_ovo_desthr,0.9415584415584416,0.9632034632034632,0.9761904761904762,0.9523809523809523,0.9415584415584416,0.954978354978355,0.013300685277694535
svc_majority_agg_ovo_desthr,0.948051948051948,0.9675324675324676,0.9696969696969697,0.9523809523809523,0.935064935064935,0.9545454545454547,0.012841902142157018
svc_max_agg_ova_desthr,0.9632034632034632,0.9545454545454546,0.9783549783549783,0.9437229437229437,0.9393939393939394,0.9558441558441558,0.01400083257904432
svc_ecoc_agg_ova_desthr,0.9588744588744589,0.961038961038961,0.9632034632034632,0.9415584415584416,0.9264069264069265,0.9502164502164503,0.014160543059563718
tree_ecoc_agg_ova_desthr,0.9307359307359307,0.9415584415584416,0.9502164502164502,0.9155844155844156,0.9025974025974026,0.9281385281385282,0.017229219690157907
svc_ecoc_agg_ovo_desthr,0.9502164502164502,0.9718614718614719,0.9696969696969697,0.9567099567099567,0.935064935064935,0.9567099567099568,0.01348260736138308
