Technique,Fold1,Fold2,Fold3,Fold4,Fold5,mean,std
tree_max_agg_ova_desthr,0.75,0.7611940298507462,0.7611940298507462,0.746268656716418,0.7910447761194029,0.7619402985074626,0.015724856347541376
tree_majority_agg_ovo_desthr,0.7794117647058824,0.8059701492537313,0.7761194029850746,0.746268656716418,0.7761194029850746,0.7767778753292361,0.018925146351624098
svc_decision_templates_agg_ovo_desthr,0.8088235294117647,0.7910447761194029,0.7910447761194029,0.7611940298507462,0.7164179104477612,0.7737050043898155,0.03247454936786243
svc_decision_templates_agg_ova_desthr,0.8088235294117647,0.7910447761194029,0.746268656716418,0.7313432835820896,0.7611940298507462,0.7677348551360843,0.028494062961104172
tree_decision_templates_agg_ova_desthr,0.75,0.746268656716418,0.7761194029850746,0.746268656716418,0.746268656716418,0.7529850746268656,0.011657089068517387
tree_decision_templates_agg_ovo_desthr,0.7794117647058824,0.8208955223880597,0.7611940298507462,0.8059701492537313,0.7910447761194029,0.7917032484635645,0.020678780883782066
tree_ecoc_agg_ovo_desthr,0.7647058823529411,0.8059701492537313,0.8059701492537313,0.7910447761194029,0.7761194029850746,0.7887620719929763,0.01634615504510909
svc_majority_agg_ovo_desthr,0.8088235294117647,0.8208955223880597,0.7910447761194029,0.7164179104477612,0.7611940298507462,0.7796751536435469,0.03747277859454229
svc_max_agg_ova_desthr,0.8088235294117647,0.8059701492537313,0.746268656716418,0.746268656716418,0.7611940298507462,0.7737050043898156,0.028058443306908817
svc_ecoc_agg_ova_desthr,0.7941176470588235,0.7910447761194029,0.7611940298507462,0.7313432835820896,0.7761194029850746,0.7707638279192274,0.022938876448060176
tree_ecoc_agg_ova_desthr,0.7352941176470589,0.7313432835820896,0.746268656716418,0.7313432835820896,0.7761194029850746,0.7440737489025462,0.016928986888892647
svc_ecoc_agg_ovo_desthr,0.7794117647058824,0.7910447761194029,0.7910447761194029,0.7313432835820896,0.7910447761194029,0.7767778753292361,0.023159761980416277
