Technique,Fold1,Fold2,Fold3,Fold4,Fold5,mean,std
svdd_max_agg_des,0.5053803168152219,0.4876877156981625,0.5348262188010263,0.47932032489963594,0.5414054458688126,,
parzen_max_agg_desthr,0.6391823928390163,0.566282487984695,0.6211293260473588,0.6134528310694114,0.6129469502220145,,
kmeans_ecoc_agg_des,0.3398668639053255,0.39826657296790813,0.34262817508669974,0.38286516853932584,0.3186761672604538,,
kmeans_ecoc_agg_desthr,0.3775118335268376,0.44778761061946903,0.4189812720528363,0.39890144522984106,0.44067642925148487,,
parzen_ecoc_agg_desthr,0.056803170409511106,0.08312783033672588,0.11680364480971939,0.12669280114041326,0.06829094789258394,,
kmeans_decision_templates_agg,0.5154022988505746,0.511856510598649,0.558314276380268,0.5511183597390494,0.448998602701444,,
kmeans_decision_templates_agg_desthr,0.4446489371491672,0.40840140023337235,0.494886284033064,0.39279548317857316,0.40898069570082995,,
svdd_ecoc_agg_des,0.2926490984743413,0.38214202015467547,0.35867884750527057,0.37530413625304127,0.35861875087850814,,
kmeans_max_agg_des,0.5451609927115048,0.4478928454753349,0.5582936619060954,0.510465333582508,0.5254808367260986,,
svdd_max_agg_desthr,0.6000738041422575,0.6135790947270181,0.5743073047858942,0.6134528310694114,0.6133986928104576,,
parzen_decision_templates_agg_desthr,-0.14590975788701388,-0.06170598911070768,-0.08464328899637241,-0.070317593368725,-0.09608079310664319,,
svdd_max_agg,0.46577937982346684,0.46374241717218856,0.44768663336290215,0.4237739374124241,0.4614050710034213,,
kmeans_max_agg_desthr,0.5924201207985615,0.5819955198805302,0.6133445393846011,0.5973934977578476,0.5735713284425961,,
parzen_max_agg_des,0.6391990403248131,0.5662217659137577,0.5813899144739918,0.5976190476190476,0.5730726047904191,,
svdd_decision_templates_agg_desthr,0.414654301717014,0.4566675985462678,0.43280660047545794,0.42514328316481054,0.5290730076165706,,
svdd_decision_templates_agg,0.5005279346279208,0.3960083546066373,0.38770960100329777,0.410355414960923,0.44252926965248085,,
parzen_ecoc_agg,0.0,-9.174732785899309e-05,-9.174732785899309e-05,0.0,0.007511608850040985,,
parzen_decision_templates_agg_des,-0.10034887991186214,-0.022859537222403414,-0.039176410304187836,-0.03922482064660393,-0.08709334073765551,,
kmeans_max_agg,0.5294334748108507,0.4399271844660194,0.5424970828471412,0.47871196896761237,0.525525244490197,,
svdd_decision_templates_agg_des,0.35254439498921664,0.3869692601032415,0.41027311217605733,0.3322952496049084,0.4358831710709319,,
parzen_max_agg,0.6391990403248131,0.5662217659137577,0.5813899144739918,0.5976190476190476,0.5730726047904191,,
parzen_decision_templates_agg,0.323805559409833,0.33765688424392293,0.31956928838951315,0.296327485380117,0.2840331387685934,,
svdd_ecoc_agg,0.21365465562699482,0.26960116503030007,0.2776760133389695,0.24762172547916972,0.2549129965761455,,
svdd_ecoc_agg_desthr,0.3317848847596927,0.42475265498774617,0.44221900714350293,0.39922602708905197,0.4329887558940877,,
kmeans_decision_templates_agg_des,0.42171554656614874,0.41677936855850395,0.5106253794778386,0.4246875582913635,0.4176484284051222,,
parzen_ecoc_agg_des,0.11357968714577205,0.15959112257113905,0.15955242436800665,0.16721930551717779,0.12807049584512842,,
kmeans_ecoc_agg,0.23742138364779886,0.309880309786435,0.2143226109415356,0.27049218786656026,0.16744862531669324,,
