Technique,Fold1,Fold2,Fold3,Fold4,Fold5,mean,std
tree_max_agg_ova_desthr,0.9954022988505747,0.9977011494252873,0.9954022988505747,0.9954022988505747,0.9954022988505747,0.9958620689655172,0.0009195402298850297
tree_majority_agg_ovo_desthr,0.9954022988505747,0.9977011494252873,0.9954022988505747,0.9954022988505747,0.9954022988505747,0.9958620689655172,0.0009195402298850297
svc_decision_templates_agg_ovo_desthr,0.9954022988505747,0.9977011494252873,0.993103448275862,0.993103448275862,0.9954022988505747,0.9949425287356322,0.0017203022467926123
svc_decision_templates_agg_ova_desthr,0.9954022988505747,0.9977011494252873,0.993103448275862,0.993103448275862,0.9954022988505747,0.9949425287356322,0.0017203022467926123
tree_decision_templates_agg_ova_desthr,0.9954022988505747,0.9977011494252873,0.9954022988505747,0.9954022988505747,0.9954022988505747,0.9958620689655172,0.0009195402298850297
tree_decision_templates_agg_ovo_desthr,0.9954022988505747,0.9977011494252873,0.9954022988505747,0.9954022988505747,0.9954022988505747,0.9958620689655172,0.0009195402298850297
tree_ecoc_agg_ovo_desthr,0.9954022988505747,0.9977011494252873,0.9954022988505747,0.9954022988505747,0.9954022988505747,0.9958620689655172,0.0009195402298850297
svc_majority_agg_ovo_desthr,0.9954022988505747,0.9977011494252873,0.993103448275862,0.993103448275862,0.9954022988505747,0.9949425287356322,0.0017203022467926123
svc_max_agg_ova_desthr,0.9954022988505747,0.9977011494252873,0.993103448275862,0.993103448275862,0.9954022988505747,0.9949425287356322,0.0017203022467926123
svc_ecoc_agg_ova_desthr,0.9954022988505747,0.9977011494252873,0.993103448275862,0.9954022988505747,0.9954022988505747,0.9954022988505746,0.001453920763295798
tree_ecoc_agg_ova_desthr,0.9954022988505747,0.9977011494252873,0.9954022988505747,0.9954022988505747,0.9954022988505747,0.9958620689655172,0.0009195402298850297
svc_ecoc_agg_ovo_desthr,0.9954022988505747,0.9977011494252873,0.993103448275862,0.993103448275862,0.9954022988505747,0.9949425287356322,0.0017203022467926123
