Technique,Fold1,Fold2,Fold3,Fold4,Fold5,mean,std
tree_max_agg_ova_desthr,0.6398753894080997,0.661188369152971,0.668419424682957,0.6391001267427123,0.7032584625118634,0.6623683544997208,0.02348340967828389
tree_majority_agg_ovo_desthr,0.6860572483841182,0.7227880330999363,0.6815589353612167,0.6338797814207651,0.6789137380191692,0.6806395472570411,0.02827064108726954
svc_decision_templates_agg_ovo_desthr,0.7334941211938499,0.7143727161997564,0.7137625877326823,0.6666666666666667,0.5989287964713295,0.6854449776528571,0.04854914183139123
svc_decision_templates_agg_ova_desthr,0.7331723513431935,0.7105831533477323,0.6469311841289522,0.6281221091581868,0.662149385439647,0.6761916366835423,0.03948067031293884
tree_decision_templates_agg_ova_desthr,0.641439205955335,0.6439512347608628,0.6899105214439987,0.6391001267427123,0.6421614828777882,0.6513125143561395,0.019361614579110013
tree_decision_templates_agg_ovo_desthr,0.6875957120980092,0.7466120390797353,0.662149385439647,0.7253232418795332,0.7011787193373686,0.7045718195668587,0.029316772864449895
tree_ecoc_agg_ovo_desthr,0.6685957965275663,0.7244542866181588,0.7286604361370717,0.7053094564875904,0.6789137380191692,0.7011867427579113,0.02396428888975766
svc_majority_agg_ovo_desthr,0.7308980213089802,0.750077712154181,0.7123581723397732,0.5974067046173308,0.65696,0.6895401220840529,0.055580518217051136
svc_max_agg_ova_desthr,0.7331723513431935,0.7296710117939169,0.6469311841289522,0.6481309854803831,0.6580542264752791,0.6831919518443449,0.03958374217346185
svc_ecoc_agg_ova_desthr,0.71402823670772,0.7127105666156202,0.6675968992248063,0.6345454545454545,0.686231657820793,0.6830225629828787,0.0298027139614452
tree_ecoc_agg_ova_desthr,0.6297640653357532,0.6311926605504588,0.65495304453196,0.6221804511278195,0.6868183234652541,0.6449817090022492,0.023627702971701216
svc_ecoc_agg_ovo_desthr,0.6910027264465314,0.7108508014796548,0.7123581723397732,0.6253494874184529,0.7014640356460853,0.6882050446660994,0.032343941689730885
